GeneID	Symbol	Description	log2FC	Pvalue
105375591	INSIG1-DT	INSIG1 divergent transcript	1.098	2.348
3642	INSM1	INSM transcriptional repressor 1	-2.132	3.006
80726	IQCN	IQ motif containing N	-1.613	3.781
128239	IQGAP3	IQ motif containing GTPase activating protein 3	1.673	5.761
105369592	IQSEC3-AS1	IQSEC3 antisense RNA 1	2.231	5.749
4033	IRAG2	inositol 1,4,5-triphosphate receptor associated 2	-1.563	3.711
3656	IRAK2	interleukin 1 receptor associated kinase 2	1.116	3.994
3662	IRF4	interferon regulatory factor 4	-1.7	3.423
153572	IRX2	iroquois homeobox 2	2.413	2.198
79191	IRX3	iroquois homeobox 3	1.734	3.713
140862	ISM1	isthmin 1	2.255	4.056
145501	ISM2	isthmin 2	5.289	8.193
22801	ITGA11	integrin subunit alpha 11	1.822	7.265
3673	ITGA2	integrin subunit alpha 2	1.439	5.652
8516	ITGA8	integrin subunit alpha 8	-1.157	3.748
3683	ITGAL	integrin subunit alpha L	-1.127	3.693
3695	ITGB7	integrin subunit beta 7	-1.232	5.103
3696	ITGB8	integrin subunit beta 8	1.207	3.977
9358	ITGBL1	integrin subunit beta like 1	2.64	8.976
9452	ITM2A	integral membrane protein 2A	-1.226	2.614
81618	ITM2C	integral membrane protein 2C	-1.115	2.124
3706	ITPKA	inositol-trisphosphate 3-kinase A	-1.198	2.747
9767	JADE3	jade family PHD finger 3	1.174	7.316
3714	JAG2	jagged canonical Notch ligand 2	1.426	5.368
57608	JCAD	junctional cadherin 5 associated	1.51	5.986
3512	JCHAIN	joining chain of multimeric IgA and IgM	-2.038	3.072
56704	JPH1	junctophilin 1	1.165	3.299
84502	JPH4	junctophilin 4	-1.238	2.122
101928058	KBTBD11-AS1	KBTBD11 antisense RNA 1	-1.31	3.337
104266957	KBTBD11-OT1	KBTBD11 overlapping transcript 1	-1.527	3.705
3738	KCNA3	potassium voltage-gated channel subfamily A member 3	-1.545	3.886
23704	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	1.184	2.69
23415	KCNH4	potassium voltage-gated channel subfamily H member 4	1.503	3.375
131096	KCNH8	potassium voltage-gated channel subfamily H member 8	1.558	3.951
80333	KCNIP4	potassium voltage-gated channel interacting protein 4	-1.022	2.218
3772	KCNJ15	potassium inwardly rectifying channel subfamily J member 15	3.181	7.918
3764	KCNJ8	potassium inwardly rectifying channel subfamily J member 8	1.396	2.038
56479	KCNQ5	potassium voltage-gated channel subfamily Q member 5	-1.554	3.237
375616	KCP	kielin cysteine rich BMP regulator	1.318	4.174
11015	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	1.161	5.129
57670	KIAA1549	KIAA1549	1.852	10.852
25758	KIAA1549L	KIAA1549 like	2.979	4.398
100652824	KIAA2012	KIAA2012	2.845	7.867
9928	KIF14	kinesin family member 14	1.484	4.857
81930	KIF18A	kinesin family member 18A	1.215	4.265
146909	KIF18B	kinesin family member 18B	1.152	3.312
124602	KIF19	kinesin family member 19	-1.161	2.364
10112	KIF20A	kinesin family member 20A	1.427	5.734
9493	KIF23	kinesin family member 23	1.159	3.944
55083	KIF26B	kinesin family member 26B	3.163	10.377
11004	KIF2C	kinesin family member 2C	1.195	3.972
24137	KIF4A	kinesin family member 4A	1.267	3.76
3800	KIF5C	kinesin family member 5C	-1.509	2.585
3833	KIFC1	kinesin family member C1	1.145	3.452
3801	KIFC3	kinesin family member C3	1.124	3.172
3805	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	-1.85	3.012
55243	KIRREL1	kirre like nephrin family adhesion molecule 1	1.181	4.215
3815	KIT	KIT proto-oncogene, receptor tyrosine kinase	-1.097	2.632
152831	KLB	klotho beta	-1.292	2.029
9314	KLF4	KLF transcription factor 4	-1.668	4.321
401265	KLHL31	kelch like family member 31	1.563	5.972
283212	KLHL35	kelch like family member 35	2.527	10.605
89857	KLHL6	kelch like family member 6	-1.296	4.135
5655	KLK10	kallikrein related peptidase 10	3.941	7.158
11012	KLK11	kallikrein related peptidase 11	1.893	2.258
5653	KLK6	kallikrein related peptidase 6	5.471	7.163
5650	KLK7	kallikrein related peptidase 7	4.817	3.805
11202	KLK8	kallikrein related peptidase 8	5.953	5.111
3820	KLRB1	killer cell lectin like receptor B1	-1.503	3.961
3821	KLRC1	killer cell lectin like receptor C1	-1.253	2.735
3822	KLRC2	killer cell lectin like receptor C2	-1.397	2.683
3823	KLRC3	killer cell lectin like receptor C3	-1.296	3.202
8302	KLRC4	killer cell lectin like receptor C4	-1.382	4
100528032	KLRC4-KLRK1	KLRC4-KLRK1 readthrough	-1.137	3.453
22914	KLRK1	killer cell lectin like receptor K1	-1.101	3.092
3838	KPNA2	karyopherin subunit alpha 2	1.168	5.125
79412	KREMEN2	kringle containing transmembrane protein 2	1.348	2.567
3859	KRT12	keratin 12	-1.674	2.623
3872	KRT17	keratin 17	5.311	12.509
54474	KRT20	keratin 20	-1.768	3.345
25984	KRT23	keratin 23	3.742	5.028
3854	KRT6B	keratin 6B	5.774	9.031
3855	KRT7	keratin 7	2.076	3.281
109729127	KRT7-AS	KRT7 antisense RNA 1	2.452	4.35
144501	KRT80	keratin 80	4.095	7.556
387264	KRTAP5-1	keratin associated protein 5-1	1.642	4.934
8942	KYNU	kynureninase	1.081	2.022
51110	LACTB2	lactamase beta 2	1.028	5.074
286190	LACTB2-AS1	LACTB2 antisense RNA 1	1.004	4.436
284217	LAMA1	laminin subunit alpha 1	-1.591	3.686
10319	LAMC3	laminin subunit gamma 3	-1.076	2.833
55353	LAPTM4B	lysosomal protein transmembrane 4 beta	1.24	4.174
120071	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	3.168	8.225
54900	LAX1	lymphocyte transmembrane adaptor 1	-1.106	2.316
100130111	LCIIAR	lung cancer immune cell infiltration associated lncRNA	-1.253	2.325
414332	LCN10	lipocalin 10	-1.52	3.081
3934	LCN2	lipocalin 2	1.641	2.122
197257	LDHD	lactate dehydrogenase D	-1.547	2.919
143458	LDLRAD3	low density lipoprotein receptor class A domain containing 3	1.664	8.165
51176	LEF1	lymphoid enhancer binding factor 1	1.807	3.916
641518	LEF1-AS1	LEF1 antisense RNA 1	1.953	4.486
93273	LEMD1	LEM domain containing 1	4.179	7.236
163747	LEXM	lymphocyte expansion molecule	-1.637	3.264
3960	LGALS4	galectin 4	-1.265	3.157
654346	LGALS9C	galectin 9C	-1.411	2.03
9211	LGI1	leucine rich glioma inactivated 1	-2.158	2.037
8549	LGR5	leucine rich repeat containing G protein-coupled receptor 5	2.231	4.889
255349	LHFPL7	LHFPL tetraspan subfamily member 7	3.651	5.831
3977	LIFR	LIF receptor subunit alpha	-1.319	2.524
23547	LILRA4	leukocyte immunoglobulin like receptor A4	-1.614	2.897
353514	LILRA5	leukocyte immunoglobulin like receptor A5	1.154	2.809
100188953	LINC00092	long intergenic non-protein coding RNA 92	-1.981	7.199
100507612	LINC00402	long intergenic non-protein coding RNA 402	-2.203	3.647
284749	LINC00494	long intergenic non-protein coding RNA 494	-2.079	4.982
400619	LINC00511	long intergenic non-protein coding RNA 511	-1.017	2.152
84847	LINC00525	long intergenic non-protein coding RNA 525	1.895	2.815
100652730	LINC00659	long intergenic non-protein coding RNA 659	4.399	5.749
170425	LINC00858	long intergenic non-protein coding RNA 858	4.38	8.616
100505865	LINC00920	long intergenic non-protein coding RNA 920	1.375	4.263
285492	LINC00955	long intergenic non-protein coding RNA 955	-2.31	2.677
147093	LINC00974	long intergenic non-protein coding RNA 974	-2.276	2.813
285972	LINC00996	long intergenic non-protein coding RNA 996	-1.341	3.448
440925	LINC01124	long intergenic non-protein coding RNA 1124	1.772	2.793
100506810	LINC01132	long intergenic non-protein coding RNA 1132	1.48	4.136
100505633	LINC01133	long intergenic non-protein coding RNA 1133	-1.246	2.338
102725509	LINC01232	long intergenic non-protein coding RNA 1232	1.173	4.818
401492	LINC01235	long intergenic non-protein coding RNA 1235	2.423	3.229
284751	LINC01270	long intergenic non-protein coding RNA 1270	1.759	3.809
101927586	LINC01271	long intergenic non-protein coding RNA 1271	1.547	3.369
102723775	LINC01315	long intergenic non-protein coding RNA 1315	1.443	4.216
731656	LINC01348	long intergenic non-protein coding RNA 1348	1.534	2.267
100996702	LINC01356	long intergenic non-protein coding RNA 1356	1.894	5.35
101927931	LINC01480	long intergenic non-protein coding RNA 1480	-1.133	3.153
101928154	LINC01485	long intergenic non-protein coding RNA 1485	2.164	2.438
100506119	LINC01503	long intergenic non-protein coding RNA 1503	1.222	2.718
283422	LINC01559	long intergenic non-protein coding RNA 1559	-1.251	2.299
100507420	LINC01605	long intergenic non-protein coding RNA 1605	1.909	3.712
101928353	LINC01610	long intergenic non-protein coding RNA 1610	2.528	3.012
105373869	LINC01614	long intergenic non-protein coding RNA 1614	5.001	10.462
102724661	LINC01645	long intergenic non-protein coding RNA 1645	-2.007	3.099
105378763	LINC01748	long intergenic non-protein coding RNA 1748	3.037	5.155
101928114	LINC01811	long intergenic non-protein coding RNA 1811	3.331	3.869
101929531	LINC01871	long intergenic non-protein coding RNA 1871	-1.246	2.492
101929733	LINC01954	long intergenic non-protein coding RNA 1954	-1.992	2.839
101928738	LINC01978	long intergenic non-protein coding RNA 1978	2.565	5.756
101928766	LINC01979	long intergenic non-protein coding RNA 1979	2.278	6.54
100507210	LINC02000	long intergenic non-protein coding RNA 2000	-2.093	2.372
101928405	LINC02023	long intergenic non-protein coding RNA 2023	-2.353	2.184
105370676	LINC02320	long intergenic non-protein coding RNA 2320	2.254	4.721
102723766	LINC02362	long intergenic non-protein coding RNA 2362	-1.694	3.775
100507616	LINC02397	long intergenic non-protein coding RNA 2397	-1.427	2.06
100190940	LINC02418	long intergenic non-protein coding RNA 2418	5.276	10.868
105370070	LINC02441	long intergenic non-protein coding RNA 2441	-1.466	2.306
101060038	LINC02446	long intergenic non-protein coding RNA 2446	-1.519	2.498
441178	LINC02487	long intergenic non-protein coding RNA 2487	1.207	2.397
100422737	LINC02532	long intergenic non-protein coding RNA 2532	-1.359	2.04
101928820	LINC02535	long intergenic non-protein coding RNA 2535	-1.244	2.15
102723344	LINC02568	long intergenic non-protein coding RNA 2568	-1.708	2.446
102724233	LINC02576	long intergenic non-protein coding RNA 2576	-1.004	2.437
101927400	LINC02966	long intergenic non-protein coding RNA 2966	1.259	2.278
100129484	LINC02983	long intergenic non-protein coding RNA 2983	1.098	3.35
646588	LINC03007	long intergenic non-protein coding RNA 3007	-1.398	3.305
221416	LINC03040	long intergenic non-protein coding RNA 3040	3.522	6.85
3990	LIPC	lipase C, hepatic type	-2.32	4.76
9388	LIPG	lipase G, endothelial type	1.149	4.589
101928745	LL21NC02-21A1.1	uncharacterized LL21NC02-21A1.1	1.432	3.953
29995	LMCD1	LIM and cysteine rich domains 1	1.18	5.381
101927155	LMO7-AS1	LMO7 antisense RNA 1	1.05	3.842
114783	LMTK3	lemur tyrosine kinase 3	1.513	3.307
100132154	LOC100132154	ankyrin repeat domain 30B pseudogene	2.063	2.62
100286986	LOC100286986	atrophin-domain containing	-1.776	2.509
100506023	LOC100506023	uncharacterized LOC100506023	-1.225	5.995
100507002	LOC100507002	uncharacterized LOC100507002	-1.303	6.45
100507156	LOC100507156	uncharacterized LOC100507156	1.877	7.663
100996574	LOC100996574		2.278	4.122
101448202	LOC101448202	uncharacterized LOC101448202	1.694	5.168
101927297	LOC101927297	uncharacterized LOC101927297	-1.697	2.046
101927668	LOC101927668	uncharacterized LOC101927668	1.983	6.896
101928037	LOC101928037	uncharacterized LOC101928037	3.263	3.23
101928357	LOC101928357	uncharacterized LOC101928357	1.951	2.54
101928387	LOC101928387	uncharacterized LOC101928387	-1.146	4.18
101929532	LOC101929532	uncharacterized LOC101929532	3.395	10.523
101929691	LOC101929691	uncharacterized LOC101929691	1.457	2.434
102723373	LOC102723373	uncharacterized LOC102723373	1.168	2.623
102723493	LOC102723493	uncharacterized LOC102723493	-1.151	2.029
102723635	LOC102723635	uncharacterized LOC102723635	2.694	7.016
102723911	LOC102723911	uncharacterized LOC102723911	-1.104	2.266
102723922	LOC102723922		-1.264	3.611
102723961	LOC102723961		2.132	3.951
102724143	LOC102724143		-1.014	2.659
102724250	LOC102724250	neuroblastoma breakpoint family member 1-like	-1.262	5.561
102724562	LOC102724562	macrophage stimulating 1 pseudogene	-1.792	2.863
102724653	LOC102724653	uncharacterized LOC102724653	-2.088	2.979
102724760	LOC102724760	immunoglobulin heavy variable 1/OR15-1 pseudogene	-1.747	3.708
102724852	LOC102724852	replaced by ID 100033819	3.621	6.788
102725228	LOC102725228	uncharacterized LOC102725228	1.016	2.075
105369370	LOC105369370	uncharacterized LOC105369370	2.724	5.111
105369504	LOC105369504	replaced by ID 54827	-2.052	2.068
105369515	LOC105369515	uncharacterized LOC105369515	-1.804	2.153
105369529	LOC105369529	uncharacterized LOC105369529	1.512	2.816
105369724	LOC105369724	uncharacterized LOC105369724	-2.615	4.139
105369763	LOC105369763	uncharacterized LOC105369763	1.75	3.615
105369850	LOC105369850	uncharacterized LOC105369850	1.06	2.809
105369890	LOC105369890	uncharacterized LOC105369890	-1.783	2.092
105369946	LOC105369946	uncharacterized LOC105369946	-1.252	2.174
105370135	LOC105370135	uncharacterized LOC105370135	1.58	2.592
105370337	LOC105370337	uncharacterized LOC105370337	1.247	3.809
105370485	LOC105370485	uncharacterized LOC105370485	-1.441	2.009
105370672	LOC105370672	uncharacterized LOC105370672	2.646	4.217
105371050	LOC105371050	uncharacterized LOC105371050	1.1	3.821
105371058	LOC105371058		1.446	2.353
105371168	LOC105371168	uncharacterized LOC105371168	-1.211	3.15
105371600	LOC105371600	uncharacterized LOC105371600	-1.193	2.081
105371692	LOC105371692	uncharacterized LOC105371692	-1.253	4.577
105371874	LOC105371874	uncharacterized LOC105371874	-1.989	3.957
105372300	LOC105372300	uncharacterized LOC105372300	-1.195	3.306
105372412	LOC105372412	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like	-2.537	5.786
105372496	LOC105372496		1.621	3.349
105372692	LOC105372692	uncharacterized LOC105372692	2.357	4.307
105372709	LOC105372709	uncharacterized LOC105372709	1.252	3.081
105372710	LOC105372710	uncharacterized LOC105372710	2.762	3.735
105372857	LOC105372857	uncharacterized LOC105372857	-1.564	4.139
105372862	LOC105372862	uncharacterized LOC105372862	1.703	2.508
105372995	LOC105372995	uncharacterized LOC105372995	-1.42	3.797
105373077	LOC105373077	uncharacterized LOC105373077	-1.18	4.463
105373244	LOC105373244	uncharacterized LOC105373244	-1.518	5.028
105373335	LOC105373335	uncharacterized LOC105373335	1.132	6.705
105373424	LOC105373424	uncharacterized LOC105373424	1.215	2.151
105373428	LOC105373428	uncharacterized LOC105373428	1.146	3.172
105373582	LOC105373582	uncharacterized LOC105373582	2.39	6.942
105373791	LOC105373791	uncharacterized LOC105373791	2.066	7.144
105373985	LOC105373985	uncharacterized LOC105373985	1.556	2.214
105373989	LOC105373989	putative cuticle collagen 91	1.781	2.788
105374264	LOC105374264	uncharacterized LOC105374264	2.921	7.33
105374297	LOC105374297	uncharacterized LOC105374297	1.032	2.367
105374339	LOC105374339	uncharacterized LOC105374339	1.294	2.404
105374367	LOC105374367	uncharacterized LOC105374367	2.276	3.848
105374373	LOC105374373	uncharacterized LOC105374373	1.465	3.191
105374528	LOC105374528	uncharacterized LOC105374528	-2.1	2.272
105374588	LOC105374588	uncharacterized LOC105374588	-1.724	2.756
105374608	LOC105374608	uncharacterized LOC105374608	3.121	7.013
105374852	LOC105374852	uncharacterized LOC105374852	1.089	2.726
105374879	LOC105374879	uncharacterized LOC105374879	2.454	4.176
105374947	LOC105374947	uncharacterized LOC105374947	1.109	2.013
105375061	LOC105375061	uncharacterized LOC105375061	-1.169	5.106
105375127	LOC105375127	uncharacterized LOC105375127	2.173	5.727
105375216	LOC105375216	uncharacterized LOC105375216	1.185	2.917
105375350	LOC105375350	uncharacterized LOC105375350	1.257	3.914
105375434	LOC105375434	uncharacterized LOC105375434	2.161	5.613
105375728	LOC105375728	uncharacterized LOC105375728	1.839	8.181
105375751	LOC105375751	uncharacterized LOC105375751	1.184	5.807
105375752	LOC105375752		4.225	9.898
105376156	LOC105376156	uncharacterized LOC105376156	1.069	3.802
105376224	LOC105376224	uncharacterized LOC105376224	1.249	2.845
105376292	LOC105376292	uncharacterized LOC105376292	1.382	2.18
105376325	LOC105376325	uncharacterized LOC105376325	1.319	3.59
105376352	LOC105376352	uncharacterized LOC105376352	1.102	2.132
105376504	LOC105376504		2.273	4.435
105376567	LOC105376567	uncharacterized LOC105376567	-2.422	2.703
105376600	LOC105376600	uncharacterized LOC105376600	3.115	4.053
105376689	LOC105376689	translation initiation factor IF-2	2.021	3.699
105376806	LOC105376806	uncharacterized LOC105376806	2.362	7.505
105376861	LOC105376861	uncharacterized LOC105376861	-1.528	2.779
105376959	LOC105376959	uncharacterized LOC105376959	2.719	6.511
105377275	LOC105377275	uncharacterized LOC105377275	1.567	4.679
105377290	LOC105377290	uncharacterized LOC105377290	-1.345	3.45
105377483	LOC105377483	uncharacterized LOC105377483	-2.899	2.268
105377548	LOC105377548	uncharacterized LOC105377548	-1.226	2.661
105377806	LOC105377806		1.695	3.577
105378184	LOC105378184	uncharacterized LOC105378184	-1.512	3.065
105378187	LOC105378187		-1.498	3.377
105378286	LOC105378286	uncharacterized LOC105378286	-1.006	6.053
105378520	LOC105378520	uncharacterized LOC105378520	-2.177	2.094
105378569	LOC105378569	uncharacterized LOC105378569	-1.505	3.139
105378570	LOC105378570		-1.317	2.818
105378604	LOC105378604	uncharacterized LOC105378604	1.796	4.437
105378625	LOC105378625	uncharacterized LOC105378625	-2.187	2.771
105378726	LOC105378726	uncharacterized LOC105378726	1.887	5.169
105378728	LOC105378728	uncharacterized LOC105378728	2.366	7.065
105378842	LOC105378842	uncharacterized LOC105378842	2.865	3.492
105378918	LOC105378918	uncharacterized LOC105378918	-1.266	2.015
105379189	LOC105379189	uncharacterized LOC105379189	2.206	8.69
107984413	LOC107984413	uncharacterized LOC107984413	1.534	3.148
107984567	LOC107984567	LINE-1 retrotransposable element ORF2 protein-like	1.985	7.15
107984690	LOC107984690	uncharacterized LOC107984690	1.378	2.813
107984698	LOC107984698		2.193	4.173
107984832	LOC107984832		1.733	5.084
107984852	LOC107984852	uncharacterized LOC107984852	1.062	2.918
107984931	LOC107984931	uncharacterized LOC107984931	1.253	2.166
107985031	LOC107985031	uncharacterized LOC107985031	-1.101	3.366
107985072	LOC107985072	uncharacterized LOC107985072	3.166	4.699
107985492	LOC107985492	uncharacterized LOC107985492	5.785	9.197
107985504	LOC107985504	uncharacterized LOC107985504	-1.418	3.559
107985747	LOC107985747	uncharacterized LOC107985747	-1.983	2.055
107985961	LOC107985961		1.34	3.205
107986127	LOC107986127	uncharacterized LOC107986127	-1.489	3.131
107986170	LOC107986170	replaced by ID 10686	4.358	8.786
107986178	LOC107986178	uncharacterized LOC107986178	-1.429	3.397
107986483	LOC107986483		5.869	6.405
107986554	LOC107986554		4.387	11.295
107986742	LOC107986742	uncharacterized LOC107986742	-1.049	2.354
107986762	LOC107986762		1.43	3.649
107986845	LOC107986845	uncharacterized LOC107986845	1	2.037
107986847	LOC107986847	uncharacterized LOC107986847	-1.69	2.858
107986852	LOC107986852	uncharacterized LOC107986852	1.716	6.972
107987174	LOC107987174		-1.527	3.899
107987187	LOC107987187	uncharacterized LOC107987187	-2.45	4.942
107987276	LOC107987276		1.643	3.351
107987292	LOC107987292	putative proline-rich protein 21	-1.01	2.795
112267857	LOC112267857	replaced by ID 83699	-1.171	3.222
112267876	LOC112267876		3.759	6.828
112267986	LOC112267986	uncharacterized LOC112267986	2.152	4.998
112268116	LOC112268116		1.298	2.935
112268270	LOC112268270	translation initiation factor IF-2-like	2.003	2.824
112268295	LOC112268295	uncharacterized LOC112268295	-1.134	2.435
112268430	LOC112268430		1.337	2.654
112268438	LOC112268438	uncharacterized LOC112268438	1.885	3.553
112268463	LOC112268463		1.816	3.708
254896	LOC254896	uncharacterized LOC254896	1.654	7.028
389602	LOC389602	uncharacterized LOC389602	1.694	3.067
441179	LOC441179	uncharacterized LOC441179	1.05	2.333
643327	LOC643327	uncharacterized LOC643327	-1.041	4.015
4015	LOX	lysyl oxidase	1.428	4.672
4016	LOXL1	lysyl oxidase like 1	1.044	2.751
4017	LOXL2	lysyl oxidase like 2	1.885	7.366
7804	LRP8	LDL receptor related protein 8	2.233	10.742
131578	LRRC15	leucine rich repeat containing 15	1.963	4.53
64922	LRRC19	leucine rich repeat containing 19	-1.387	2.317
79442	LRRC2	leucine rich repeat containing 2	1.214	3.003
151827	LRRC34	leucine rich repeat containing 34	1.143	2.708
55282	LRRC36	leucine rich repeat containing 36	2.114	4.72
254050	LRRC43	leucine rich repeat containing 43	1.478	2.669
57554	LRRC7	leucine rich repeat containing 7	-1.756	4.723
80131	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	1.86	6.311
10446	LRRN2	leucine rich repeat neuronal 2	-1.996	3.32
54674	LRRN3	leucine rich repeat neuronal 3	-1.308	3.438
4053	LTBP2	latent transforming growth factor beta binding protein 2	1.117	3.35
8425	LTBP4	latent transforming growth factor beta binding protein 4	-1.043	3.796
4058	LTK	leukocyte receptor tyrosine kinase	-1.357	2.669
100505994	LUCAT1	lung cancer associated transcript 1	3.356	6.177
338645	LUZP2	leucine zipper protein 2	-2.218	3.846
4061	LY6E	lymphocyte antigen 6 family member E	1.285	3.314
58530	LY6G6D	lymphocyte antigen 6 family member G6D	3.498	4.625
79136	LY6G6E	lymphocyte antigen 6 family member G6E (pseudogene)	2.99	4.152
259215	LY6G6F	lymphocyte antigen 6 family member G6F	3.174	5.102
110599563	LY6G6F-LY6G6D	LY6G6F-LY6G6D readthrough	3.55	5.018
4063	LY9	lymphocyte antigen 9	-1.816	6.221
55646	LYAR	Ly1 antibody reactive	1.04	4.036
284348	LYPD5	LY6/PLAUR domain containing 5	1.14	2.219
100129461	LYRM4-AS1	LYRM4 antisense RNA 1	1.159	7.561
11178	LZTS1	leucine zipper tumor suppressor 1	2.269	9.219
9762	LZTS3	leucine zipper tumor suppressor family member 3	1.584	4.602
346389	MACC1	MET transcriptional regulator MACC1	2.182	7.8
4085	MAD2L1	mitotic arrest deficient 2 like 1	1.38	4.642
645864	MAGEB17	MAGE family member B17	3.083	3.306
4118	MAL	mal, T cell differentiation protein	-1.512	2.073
7851	MALL	mal, T cell differentiation protein like	-1.349	3.762
4128	MAOA	monoamine oxidase A	-1.059	2.426
4130	MAP1A	microtubule associated protein 1A	1.09	2.753
51776	MAP3K20	mitogen-activated protein kinase kinase kinase 20	1.271	3.571
339751	MAP3K20-AS1	MAP3K20 antisense RNA 1	1.619	5.7
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	-1.202	3.848
105372397	MAP4K1-AS1	MAP4K1 antisense RNA 1	-1.315	4.806
256714	MAP7D2	MAP7 domain containing 2	2.501	4.214
225689	MAPK15	mitogen-activated protein kinase 15	2.768	7.819
23366	MATCAP2	microtubule associated tyrosine carboxypeptidase 2	1.796	12.047
4148	MATN3	matrilin 3	2.428	5.545
199675	MCEMP1	mast cell expressed membrane protein 1	3.678	6.912
345643	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	3.346	5.96
55388	MCM10	minichromosome maintenance 10 replication initiation factor	1.814	6.944
4171	MCM2	minichromosome maintenance complex component 2	1.03	4.268
4175	MCM6	minichromosome maintenance complex component 6	1.018	6.408
4188	MDFI	MyoD family inhibitor	2.729	8.673
84466	MEGF10	multiple EGF like domains 10	-1.028	2.265
150365	MEI1	meiotic double-stranded break formation protein 1	-1.321	3.599
9833	MELK	maternal embryonic leucine zipper kinase	1.423	4.894
4225	MEP1B	meprin A subunit beta	-2.631	3.325
55897	MESP1	mesoderm posterior bHLH transcription factor 1	-1.204	2.39
4233	MET	MET proto-oncogene, receptor tyrosine kinase	1.349	8.693
25840	METTL7A	methyltransferase like 7A	-1.351	3.116
92312	MEX3A	mex-3 RNA binding family member A	2.614	9.031
4237	MFAP2	microfibril associated protein 2	2.366	7.951
83552	MFRP	membrane frizzled-related protein	1.34	4.265
146664	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	-1.217	2.231
166968	MIER3	MIER family member 3	-1.29	6.45
92659	MILIP	MYC inducible lncRNA inactivating p53	2.112	9.306
84182	MINDY4	MINDY lysine 48 deubiquitinase 4	1.099	7.471
100302132	MIR1182	microRNA 1182	1.472	5.986
407975	MIR17HG	miR-17-92a-1 cluster host gene	1.655	3.976
84981	MIR22HG	MIR22 host gene	-1.097	3.685
105375650	MIR3150BHG	MIR3150B host gene	-1.591	2.374
100422943	MIR3189	microRNA 3189	1.614	2.421
100500837	MIR3606	microRNA 3606	1.972	6.645
100500847	MIR3615	microRNA 3615	-1.025	4.283
553103	MIR3936HG	MIR3936 host gene	-1.036	5.084
541471	MIR4435-2HG	MIR4435-2 host gene	1.148	5.383
100616422	MIR4537	microRNA 4537	-1.549	2.735
100616318	MIR4664	microRNA 4664	1.423	4.645
100616113	MIR4680	microRNA 4680	-1.197	4.692
283174	MIR4697HG	replaced by ID 22997	1.374	2.156
100616112	MIR4793	microRNA 4793	1.858	3.747
84848	MIR503HG	MIR503 host gene	2.669	4.395
723778	MIR650	microRNA 650	-1.69	3.119
102466720	MIR6720	microRNA 6720	-1.339	2.964
100033819	MIR675	microRNA 675	3.894	7.33
102465502	MIR6835	microRNA 6835	1.528	3.275
100313843	MIR711	microRNA 711	1.74	4.658
102465834	MIR7844	microRNA 7844	-1.633	4.446
102466889	MIR8071-2	microRNA 8071-2	-1.832	3.501
254559	MIR9-3HG	MIR9-3 host gene	-1.267	3.221
83881	MIXL1	Mix paired-like homeobox	-1.42	2.308
4288	MKI67	marker of proliferation Ki-67	1.13	3.213
51085	MLXIPL	MLX interacting protein like	1.82	4.814
4312	MMP1	matrix metallopeptidase 1	5.055	15.689
4319	MMP10	matrix metallopeptidase 10	3.33	5.254
4320	MMP11	matrix metallopeptidase 11	3.278	9.397
4321	MMP12	matrix metallopeptidase 12	1.835	2.741
4323	MMP14	matrix metallopeptidase 14	1.392	6.625
4325	MMP16	matrix metallopeptidase 16	1.04	2.054
4313	MMP2	matrix metallopeptidase 2	1.136	2.663
4314	MMP3	matrix metallopeptidase 3	5.015	12.813
4316	MMP7	matrix metallopeptidase 7	5.543	12.047
4318	MMP9	matrix metallopeptidase 9	1.39	2.532
84057	MND1	meiotic nuclear divisions 1	1.304	4.363
645249	MNX1-AS1	MNX1 antisense RNA 1 (head to head)	1.298	2.809
4336	MOBP	myelin associated oligodendrocyte basic protein	-1.953	3.628
4337	MOCS1	molybdenum cofactor synthesis 1	-1.112	3.466
80168	MOGAT2	monoacylglycerol O-acyltransferase 2	-1.255	2.008
4359	MPZ	myelin protein zero	-1.307	3.747
55257	MRGBP	MRG domain binding protein	1.118	8.516
285758	MROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation	-1.255	3.752
647215	MROH3P	maestro heat like repeat family member 3, pseudogene	-1.592	2.752
642475	MROH6	maestro heat like repeat family member 6	1.557	3.893
931	MS4A1	membrane spanning 4-domains A1	-1.732	2.752
11223	MST1L	macrophage stimulating 1 like (pseudogene)	-1.573	3.044
11209	MST1P2	macrophage stimulating 1 pseudogene 2	-1.195	2.513
4488	MSX2	msh homeobox 2	3.383	6.246
326343	MT1DP	metallothionein 1D, pseudogene	-1.567	3.559
4493	MT1E	metallothionein 1E	-1.525	2.368
4499	MT1M	metallothionein 1M	-1.95	2.666
4504	MT3	metallothionein 3	-1.537	2.152
27085	MTBP	MDM2 binding protein	1.391	5.494
